,MESS_DATUM,prec_mm,humidity,temp,sun_min,wind_speed,air_pressure,radiation
22461,2021062207,0.0,84.0,17.4,0.0,4.6,1012.7,33.0
22462,2021062208,0.0,80.0,17.7,0.0,4.3,1012.8,51.0
22463,2021062209,0.1,86.0,16.7,0.0,4.7,1013.3,33.0
22464,2021062210,0.0,78.0,17.3,0.0,4.9,1014.1,33.0
22465,2021062211,0.0,78.0,17.4,0.0,3.9,1014.4,51.0
22466,2021062212,0.1,73.0,18.5,0.0,3.7,1014.4,72.0
22467,2021062213,0.0,68.0,19.6,2.0,4.3,1014.2,158.0
22468,2021062214,0.0,61.0,20.9,11.0,3.4,1014.1,152.0
22469,2021062215,0.0,59.0,20.9,1.0,3.2,1014.6,138.0
22470,2021062216,0.0,59.0,20.8,0.0,3.4,1014.8,150.0
22471,2021062217,0.0,58.0,20.8,0.0,2.4,1015.1,78.0
22472,2021062218,0.0,57.0,20.6,0.0,2.3,1015.3,53.0
22473,2021062219,0.0,60.0,19.7,6.0,2.9,1015.6,35.0
22474,2021062220,0.0,65.0,18.5,0.0,3.2,1016.2,15.0
22475,2021062303,0.0,85.0,13.5,0.0,1.1,1018.1,0.0
22476,2021062304,0.0,81.0,14.4,0.0,2.1,1018.7,2.0
22477,2021062305,0.0,72.0,17.1,44.0,1.9,1018.9,19.0
22478,2021062306,0.0,66.0,17.7,36.0,2.1,1019.2,57.0
22479,2021062307,0.0,65.0,18.5,4.0,2.0,1019.8,59.0
22480,2021062308,0.0,58.0,19.7,47.0,2.3,1019.8,78.0
22481,2021062309,0.0,52.0,20.2,17.0,3.0,1019.9,74.0
22482,2021062310,0.0,50.0,21.3,21.0,2.7,1020.1,164.0
22483,2021062311,0.0,51.0,20.9,2.0,2.6,1020.5,139.0
22484,2021062312,0.0,58.0,19.8,0.0,3.7,1020.8,75.0
22485,2021062313,0.3,72.0,18.0,0.0,3.7,1021.0,49.0
22486,2021062314,0.1,65.0,18.3,0.0,3.8,1021.0,111.0
22487,2021062315,0.0,62.0,19.5,1.0,3.0,1020.8,80.0
22488,2021062316,0.0,57.0,20.2,18.0,2.1,1020.5,92.0
22489,2021062317,0.0,62.0,19.2,3.0,2.5,1020.3,118.0
22490,2021062318,0.0,61.0,19.1,1.0,2.2,1020.3,55.0
22491,2021062319,0.0,63.0,17.9,12.0,2.5,1020.8,58.0
22492,2021062320,0.0,63.0,17.5,0.0,2.8,1020.9,29.0
22493,2021062403,0.0,79.0,14.6,0.0,1.6,1019.1,0.0
22494,2021062404,0.0,76.0,15.8,0.0,2.6,1018.5,1.0
22495,2021062405,0.0,77.0,16.1,0.0,2.4,1018.8,5.0
22496,2021062406,0.2,86.0,15.6,0.0,2.2,1019.1,15.0
22497,2021062407,1.3,88.0,16.1,0.0,1.7,1019.4,22.0
22498,2021062408,0.3,87.0,16.9,0.0,1.5,1019.0,44.0
22499,2021062409,0.0,84.0,18.0,0.0,2.0,1019.0,67.0
22500,2021062410,0.0,80.0,18.4,0.0,2.1,1019.2,58.0
22501,2021062411,0.0,81.0,18.5,0.0,2.6,1018.7,65.0
22502,2021062412,0.0,69.0,19.9,1.0,3.1,1018.5,102.0
22503,2021062413,0.0,63.0,21.0,0.0,2.5,1018.2,128.0
22504,2021062414,0.0,67.0,20.4,0.0,2.8,1018.0,106.0
22505,2021062415,0.0,67.0,20.2,0.0,3.3,1018.3,58.0
22506,2021062416,0.0,70.0,19.9,0.0,2.7,1018.0,53.0
22507,2021062417,0.1,75.0,18.5,0.0,2.9,1017.6,70.0
22508,2021062418,0.1,77.0,18.7,0.0,2.0,1017.2,49.0
22509,2021062419,0.0,77.0,17.9,0.0,1.9,1017.0,22.0
22510,2021062420,0.0,80.0,17.5,0.0,1.9,1017.6,10.0
22511,2021062503,0.0,87.0,16.9,0.0,1.3,1016.6,0.0
22512,2021062504,0.0,88.0,16.9,0.0,1.3,1016.9,1.0
22513,2021062505,0.0,86.0,17.4,0.0,0.8,1016.9,6.0
22514,2021062506,0.0,79.0,18.2,0.0,1.9,1017.1,32.0
22515,2021062507,0.0,73.0,19.2,0.0,2.1,1017.3,54.0
22516,2021062508,0.0,67.0,19.6,0.0,1.7,1017.5,64.0
22517,2021062509,0.0,60.0,21.1,29.0,2.3,1017.2,96.0
22518,2021062510,0.0,55.0,21.7,23.0,1.9,1017.0,212.0
22519,2021062511,0.0,51.0,22.8,16.0,2.9,1017.0,232.0
22520,2021062512,0.0,45.0,23.3,11.0,3.2,1016.9,170.0
22521,2021062513,0.0,44.0,23.5,14.0,3.1,1016.6,298.0
22522,2021062514,0.0,43.0,24.0,32.0,3.3,1016.5,254.0
22523,2021062515,0.0,41.0,25.0,28.0,3.5,1016.5,157.0
22524,2021062516,0.0,43.0,23.4,11.0,4.6,1016.4,141.0
22525,2021062517,0.0,47.0,22.6,4.0,3.6,1016.6,69.0
22526,2021062518,0.0,49.0,21.8,0.0,2.9,1016.9,41.0
22527,2021062519,0.0,51.0,21.3,0.0,2.5,1017.3,15.0
22528,2021062520,0.0,53.0,20.6,0.0,2.3,1017.6,4.0
22529,2021062603,0.0,74.0,15.6,0.0,0.8,1018.9,0.0
22530,2021062604,0.0,77.0,15.5,0.0,0.8,1019.1,1.0
22531,2021062605,0.0,73.0,18.5,60.0,0.8,1019.3,22.0
22532,2021062606,0.0,63.0,20.1,49.0,1.0,1019.6,72.0
22533,2021062607,0.0,64.0,20.5,1.0,1.1,1019.7,82.0
22534,2021062608,0.0,51.0,22.1,48.0,1.6,1019.3,179.0
22535,2021062609,0.0,44.0,22.6,43.0,1.6,1019.2,228.0
22536,2021062610,0.0,35.0,24.8,43.0,1.9,1019.0,225.0
22537,2021062611,0.0,34.0,24.2,31.0,2.7,1018.9,267.0
22538,2021062612,0.0,29.0,25.4,58.0,2.7,1018.7,244.0
22539,2021062613,0.0,27.0,25.4,42.0,3.0,1018.4,273.0
22540,2021062614,0.0,23.0,27.1,60.0,2.9,1017.7,294.0
22541,2021062615,0.0,27.0,27.5,40.0,2.8,1017.3,255.0
22542,2021062616,0.0,32.0,26.5,53.0,3.7,1017.2,181.0
22543,2021062617,0.0,37.0,24.3,31.0,3.1,1017.3,194.0
22544,2021062618,0.0,36.0,25.1,16.0,2.7,1017.2,121.0
22545,2021062619,0.0,44.0,23.1,55.0,3.1,1017.5,62.0
22546,2021062620,0.0,47.0,21.5,0.0,3.1,1017.9,18.0
22547,2021062703,0.0,71.0,14.6,0.0,0.6,1018.4,0.0
22548,2021062704,0.0,71.0,15.1,18.0,0.6,1018.5,2.0
22549,2021062705,0.0,61.0,18.5,60.0,1.1,1018.6,23.0
22550,2021062706,0.0,50.0,20.4,60.0,1.9,1018.6,68.0
22551,2021062707,0.0,48.0,21.6,60.0,2.3,1018.6,125.0
22552,2021062708,0.0,45.0,22.7,60.0,1.7,1018.4,179.0
22553,2021062709,0.0,42.0,23.9,60.0,1.6,1018.0,231.0
22554,2021062710,0.0,40.0,24.7,60.0,1.9,1017.7,275.0
22555,2021062711,0.0,37.0,25.8,57.0,2.3,1017.3,307.0
22556,2021062712,0.0,34.0,27.5,52.0,2.8,1017.1,323.0
22557,2021062713,0.0,35.0,26.8,28.0,2.2,1016.8,312.0
22558,2021062714,0.0,35.0,27.0,40.0,2.0,1016.6,193.0
22559,2021062715,0.0,32.0,27.7,60.0,1.9,1016.4,213.0
22560,2021062716,0.0,32.0,28.0,30.0,1.9,1015.9,233.0
22561,2021062717,0.0,36.0,26.7,37.0,2.7,1015.6,165.0
22562,2021062718,0.0,37.0,26.6,60.0,2.7,1015.5,110.0
22563,2021062719,0.0,43.0,24.7,56.0,2.2,1015.7,70.0
22564,2021062720,0.0,51.0,22.0,0.0,2.4,1016.3,24.0
22565,2021062803,0.0,81.0,15.8,0.0,0.6,1016.3,0.0
22566,2021062804,0.0,78.0,16.8,15.0,1.0,1016.3,1.0
22567,2021062805,0.0,62.0,20.1,60.0,1.2,1016.5,25.0
22568,2021062806,0.0,54.0,22.7,60.0,2.2,1016.2,76.0
22569,2021062807,0.0,47.0,25.1,59.0,2.0,1016.4,141.0
22570,2021062808,0.0,41.0,27.2,60.0,2.3,1016.3,141.0
22571,2021062809,0.0,34.0,28.5,60.0,2.1,1016.3,229.0
22572,2021062810,0.0,31.0,29.4,55.0,2.4,1016.2,274.0
22573,2021062811,0.0,29.0,30.1,56.0,2.5,1015.6,284.0
22574,2021062812,0.0,29.0,29.7,2.0,2.1,1015.4,184.0
22575,2021062813,0.0,27.0,30.9,21.0,2.1,1015.1,241.0
22576,2021062814,0.0,26.0,30.5,27.0,1.7,1014.8,200.0
22577,2021062815,0.0,26.0,30.3,33.0,2.1,1014.5,228.0
22578,2021062816,0.0,27.0,30.3,9.0,2.3,1013.8,210.0
22579,2021062817,0.0,27.0,30.4,14.0,1.9,1013.3,146.0
22580,2021062818,0.0,28.0,29.8,54.0,2.8,1013.1,110.0
22581,2021062819,0.0,31.0,27.7,16.0,1.9,1012.9,24.0
22582,2021062820,0.0,37.0,26.4,0.0,2.4,1013.3,9.0
22583,2021062903,0.0,57.0,21.3,0.0,1.9,1012.7,0.0
22584,2021062904,0.0,58.0,21.6,0.0,2.0,1012.4,1.0
22585,2021062905,0.0,60.0,21.7,0.0,1.8,1012.1,5.0
22586,2021062906,0.0,58.0,23.0,46.0,1.9,1012.2,45.0
22587,2021062907,0.0,53.0,25.6,52.0,1.4,1011.7,119.0
22588,2021062908,0.0,50.0,27.2,31.0,1.1,1011.6,148.0
22589,2021062909,0.0,44.0,28.5,19.0,1.6,1011.3,175.0
22590,2021062910,0.0,43.0,28.5,5.0,2.2,1011.1,192.0
22591,2021062911,0.0,43.0,28.9,3.0,2.0,1010.5,105.0
22592,2021062912,0.0,48.0,28.7,0.0,2.4,1010.3,111.0
22593,2021062913,0.0,44.0,28.7,0.0,2.2,1009.6,120.0
22594,2021062914,0.0,53.0,27.6,1.0,2.6,1009.2,76.0
22595,2021062915,0.0,54.0,27.9,0.0,3.0,1008.7,81.0
22596,2021062916,0.0,52.0,28.2,19.0,3.0,1008.2,96.0
22597,2021062917,0.0,57.0,23.3,15.0,5.5,1008.5,129.0
22598,2021062918,0.1,68.0,23.0,0.0,3.0,1008.3,35.0
22599,2021062919,0.8,83.0,20.4,0.0,2.2,1008.8,51.0
22600,2021062920,0.0,86.0,20.3,0.0,1.9,1008.4,17.0
22601,2021063003,0.5,92.0,19.4,0.0,2.6,1006.3,0.0
22602,2021063004,0.0,91.0,19.3,0.0,2.6,1006.8,1.0
22603,2021063005,1.7,94.0,18.9,0.0,2.0,1006.7,1.0
22604,2021063006,1.3,92.0,18.6,0.0,4.2,1006.8,3.0
22605,2021063007,1.2,93.0,18.7,0.0,3.5,1007.0,9.0
22606,2021063008,1.0,93.0,18.7,0.0,3.2,1007.0,7.0
22607,2021063009,7.6,94.0,18.3,0.0,3.7,1007.4,19.0
22608,2021063010,9.8,93.0,18.3,0.0,3.9,1007.2,25.0
22609,2021063011,1.5,93.0,18.4,0.0,5.1,1006.7,29.0
22610,2021063012,1.4,93.0,18.1,0.0,5.6,1007.4,38.0
22611,2021063013,4.0,93.0,17.9,0.0,5.4,1007.3,21.0
22612,2021063014,4.5,94.0,17.7,0.0,5.7,1007.5,19.0
22613,2021063015,3.4,91.0,18.0,0.0,5.9,1007.9,28.0
22614,2021063016,0.3,92.0,17.7,0.0,6.6,1008.0,28.0
22615,2021063017,0.0,91.0,17.6,0.0,6.2,1007.8,26.0
22616,2021063018,0.1,92.0,17.4,0.0,5.4,1008.3,22.0
22617,2021063019,0.4,93.0,17.2,0.0,4.6,1008.6,24.0
22618,2021063020,0.0,92.0,17.2,0.0,5.3,1008.9,6.0
22619,2021070103,0.0,91.0,16.7,0.0,5.7,1007.7,0.0
22620,2021070104,0.0,92.0,16.3,0.0,6.0,1007.8,0.0
22621,2021070105,3.2,93.0,15.7,0.0,6.5,1007.8,2.0
22622,2021070106,3.2,94.0,14.8,0.0,6.2,1008.0,4.0
22623,2021070107,3.5,93.0,14.6,0.0,5.7,1008.6,8.0
22624,2021070108,2.1,94.0,14.7,0.0,4.9,1008.9,14.0
22625,2021070109,1.5,94.0,14.6,0.0,4.6,1009.3,23.0
22626,2021070110,0.5,93.0,14.6,0.0,4.8,1009.7,38.0
22627,2021070111,0.1,93.0,14.5,0.0,4.3,1010.2,25.0
22628,2021070112,0.0,91.0,14.8,0.0,4.0,1010.8,26.0
22629,2021070113,1.5,93.0,15.1,0.0,3.4,1011.1,37.0
22630,2021070114,0.0,91.0,15.6,0.0,3.6,1011.3,32.0
22631,2021070115,0.0,89.0,16.3,0.0,3.7,1011.2,26.0
22632,2021070116,0.0,86.0,16.3,0.0,3.6,1011.5,47.0
22633,2021070117,0.0,87.0,16.4,0.0,3.6,1011.8,41.0
22634,2021070118,0.0,87.0,16.4,0.0,2.8,1012.1,17.0
22635,2021070119,0.0,88.0,16.2,0.0,3.1,1012.4,14.0
22636,2021070120,0.0,91.0,16.0,0.0,2.9,1012.9,3.0
22637,2021070203,0.0,96.0,16.4,0.0,2.0,1012.9,0.0
22638,2021070204,0.0,95.0,16.5,0.0,2.5,1013.2,0.0
22639,2021070205,0.0,92.0,16.6,0.0,3.2,1013.6,3.0
22640,2021070206,0.0,90.0,17.3,0.0,3.0,1014.0,4.0
22641,2021070207,0.0,85.0,18.1,7.0,2.6,1014.2,19.0
22642,2021070208,0.0,77.0,19.5,18.0,3.5,1014.4,61.0
22643,2021070209,0.0,72.0,20.0,17.0,4.1,1014.5,141.0
22644,2021070210,0.0,59.0,22.3,54.0,3.8,1014.5,231.0
22645,2021070211,0.0,53.0,22.8,55.0,4.4,1014.5,257.0
22646,2021070212,0.0,49.0,24.4,54.0,5.1,1014.6,203.0
22647,2021070213,0.0,52.0,23.0,39.0,5.3,1014.6,317.0
22648,2021070214,0.0,47.0,24.3,49.0,5.1,1014.6,272.0
22649,2021070215,0.0,49.0,24.2,29.0,4.9,1014.8,136.0
22650,2021070216,0.0,55.0,22.9,4.0,5.3,1014.8,121.0
22651,2021070217,0.0,49.0,23.7,50.0,5.6,1014.9,122.0
22652,2021070218,0.0,50.0,22.9,58.0,5.8,1015.2,89.0
22653,2021070219,0.0,54.0,21.8,52.0,5.1,1015.3,60.0
22654,2021070220,0.0,62.0,20.1,0.0,4.1,1015.6,21.0
22655,2021070303,0.0,88.0,15.0,0.0,2.6,1016.2,0.0
22656,2021070304,0.0,89.0,14.8,0.0,2.6,1016.4,1.0
22657,2021070305,0.0,84.0,16.2,53.0,2.7,1016.2,17.0
22658,2021070306,0.0,80.0,17.1,46.0,3.0,1016.4,61.0
22659,2021070307,0.0,68.0,19.4,33.0,2.6,1016.3,114.0
22660,2021070308,0.0,65.0,20.5,54.0,3.4,1016.0,171.0
22661,2021070309,0.0,63.0,21.1,30.0,4.7,1015.9,206.0
22662,2021070310,0.0,55.0,22.7,38.0,4.7,1015.5,232.0
22663,2021070311,0.0,50.0,23.7,29.0,3.9,1015.1,274.0
22664,2021070312,0.0,44.0,24.3,17.0,4.0,1014.7,271.0
22665,2021070313,0.0,45.0,24.5,26.0,3.4,1014.3,306.0
22666,2021070314,0.0,43.0,23.6,53.0,4.4,1014.0,297.0
22667,2021070315,0.0,40.0,24.8,53.0,3.8,1013.5,234.0
22668,2021070316,0.0,39.0,24.6,58.0,3.6,1013.3,224.0
22669,2021070317,0.0,40.0,24.4,59.0,2.8,1013.1,180.0
22670,2021070318,0.0,44.0,23.3,43.0,2.5,1013.1,118.0
22671,2021070319,0.0,52.0,20.9,2.0,2.1,1013.2,64.0
22672,2021070320,0.0,56.0,20.0,0.0,1.7,1013.3,17.0
22673,2021070403,0.0,81.0,17.5,0.0,1.1,1012.7,0.0
22674,2021070404,0.0,81.0,17.5,0.0,0.6,1012.7,1.0
22675,2021070405,0.0,82.0,18.5,21.0,0.3,1012.7,10.0
22676,2021070406,0.0,65.0,20.2,43.0,0.4,1012.7,59.0
22677,2021070407,0.0,57.0,22.1,49.0,1.1,1012.6,115.0
22678,2021070408,0.0,46.0,23.8,60.0,1.4,1012.2,171.0
22679,2021070409,0.0,43.0,24.7,59.0,1.6,1011.7,228.0
22680,2021070410,0.0,46.0,24.4,30.0,1.7,1011.3,156.0
22681,2021070411,0.0,44.0,25.3,44.0,2.7,1010.9,271.0
22682,2021070412,0.0,44.0,26.1,15.0,2.3,1010.4,208.0
22683,2021070413,0.0,43.0,26.0,45.0,3.8,1009.9,221.0
22684,2021070414,0.0,40.0,26.8,40.0,2.6,1009.5,285.0
22685,2021070415,0.0,41.0,26.9,33.0,2.7,1009.1,239.0
22686,2021070416,0.0,42.0,26.4,27.0,3.0,1008.7,215.0
22687,2021070417,0.0,44.0,26.2,60.0,4.0,1008.3,172.0
22688,2021070418,0.0,44.0,25.5,58.0,3.5,1008.4,112.0
22689,2021070419,0.0,48.0,24.1,50.0,3.4,1008.5,60.0
22690,2021070420,0.0,54.0,22.1,0.0,3.2,1009.1,20.0
22691,2021070503,0.0,78.0,17.5,0.0,1.3,1008.7,0.0
22692,2021070504,0.0,76.0,17.9,3.0,1.3,1008.9,2.0
22693,2021070505,0.0,75.0,18.7,48.0,1.3,1008.7,19.0
22694,2021070506,0.0,70.0,20.1,60.0,1.6,1009.0,55.0
22695,2021070507,0.0,69.0,21.2,43.0,3.5,1009.4,41.0
22696,2021070508,0.0,80.0,19.1,0.0,4.3,1009.8,37.0
22697,2021070509,1.6,86.0,18.5,0.0,2.9,1009.8,56.0
22698,2021070510,1.1,90.0,18.6,0.0,2.0,1010.0,54.0
22699,2021070511,1.1,87.0,19.2,0.0,1.8,1009.8,84.0
22700,2021070512,0.0,83.0,20.1,0.0,2.3,1009.8,168.0
22701,2021070513,0.0,66.0,22.3,35.0,2.2,1009.3,200.0
22702,2021070514,0.0,59.0,23.1,25.0,2.8,1009.0,160.0
22703,2021070515,0.0,51.0,25.1,36.0,3.4,1008.6,221.0
22704,2021070516,0.0,49.0,24.5,17.0,3.8,1008.8,139.0
22705,2021070517,0.0,49.0,24.1,45.0,5.0,1009.2,129.0
22706,2021070518,0.0,53.0,23.5,58.0,3.1,1009.4,109.0
22707,2021070519,0.0,56.0,22.4,49.0,2.8,1009.9,60.0
22708,2021070520,0.0,64.0,21.5,0.0,1.9,1010.6,17.0
22709,2021070603,0.0,88.0,17.2,0.0,1.8,1010.6,0.0
22710,2021070604,0.0,85.0,17.8,10.0,1.5,1010.5,2.0
22711,2021070605,0.0,83.0,18.2,27.0,2.1,1010.4,12.0
22712,2021070606,0.0,72.0,20.7,60.0,2.4,1010.4,64.0
22713,2021070607,0.0,65.0,22.8,60.0,2.7,1010.0,121.0
22714,2021070608,0.0,58.0,24.0,60.0,3.2,1010.1,186.0
22715,2021070609,0.0,52.0,25.2,60.0,3.6,1010.0,207.0
22716,2021070610,0.0,46.0,27.6,60.0,3.4,1009.6,265.0
22717,2021070611,0.0,42.0,28.1,58.0,4.3,1009.4,297.0
22718,2021070612,0.0,40.0,28.9,58.0,4.1,1009.0,316.0
22719,2021070613,0.0,39.0,29.7,56.0,4.4,1008.5,260.0
22720,2021070614,0.0,40.0,29.4,39.0,3.9,1008.4,260.0
22721,2021070615,0.0,39.0,29.2,7.0,3.7,1008.9,168.0
22722,2021070616,0.0,50.0,27.2,0.0,4.2,1009.6,58.0
22723,2021070617,0.1,57.0,26.1,9.0,3.5,1009.2,54.0
22724,2021070618,0.0,56.0,25.9,0.0,2.6,1009.8,56.0
22725,2021070619,0.0,61.0,25.1,0.0,2.7,1009.8,26.0
22726,2021070620,0.0,62.0,23.8,0.0,4.6,1011.2,5.0
22727,2021070703,1.0,88.0,18.1,0.0,1.7,1014.9,0.0
22728,2021070704,0.9,91.0,17.7,0.0,1.4,1015.0,0.0
22729,2021070705,1.1,91.0,17.9,0.0,1.1,1015.2,3.0
22730,2021070706,1.4,94.0,17.4,0.0,2.2,1016.5,6.0
22731,2021070707,1.5,92.0,17.4,0.0,2.0,1016.9,10.0
22732,2021070708,1.2,92.0,17.4,0.0,1.6,1017.7,19.0
22733,2021070709,1.0,91.0,17.7,0.0,1.0,1017.9,25.0
22734,2021070710,1.3,91.0,17.7,0.0,1.4,1019.3,39.0
22735,2021070711,0.2,83.0,18.1,0.0,1.7,1018.9,67.0
22736,2021070712,0.0,81.0,18.8,0.0,1.0,1019.2,103.0
22737,2021070713,0.0,70.0,20.6,29.0,2.3,1019.0,229.0
22738,2021070714,0.0,70.0,21.2,11.0,1.9,1019.2,84.0
22739,2021070715,0.0,70.0,21.2,12.0,2.0,1019.0,113.0
22740,2021070716,0.0,66.0,21.7,12.0,2.1,1018.9,132.0
22741,2021070717,0.0,64.0,22.3,53.0,2.5,1018.9,138.0
22742,2021070718,0.0,66.0,22.1,60.0,2.7,1019.4,112.0
22743,2021070719,0.0,68.0,21.3,54.0,2.4,1019.4,64.0
22744,2021070720,0.0,72.0,20.2,0.0,2.2,1020.1,20.0
22745,2021070803,0.0,92.0,16.3,0.0,1.8,1021.3,0.0
22746,2021070804,0.0,91.0,16.5,0.0,1.7,1021.5,1.0
22747,2021070805,0.0,90.0,17.5,24.0,1.6,1021.4,19.0
22748,2021070806,0.0,86.0,18.2,23.0,1.7,1021.4,74.0
22749,2021070807,0.0,86.0,18.3,0.0,1.9,1021.7,47.0
22750,2021070808,0.0,87.0,18.7,0.0,1.8,1021.7,32.0
22751,2021070809,0.0,83.0,19.2,0.0,2.0,1021.9,73.0
22752,2021070810,0.0,71.0,20.8,1.0,3.0,1021.7,48.0
22753,2021070811,0.0,68.0,20.7,0.0,3.3,1022.0,54.0
22754,2021070812,0.0,71.0,20.8,0.0,2.4,1021.8,56.0
22755,2021070813,0.0,73.0,20.6,0.0,1.8,1021.2,51.0
22756,2021070814,0.0,78.0,20.3,0.0,2.0,1021.4,41.0
22757,2021070815,0.4,78.0,20.2,0.0,2.0,1021.4,48.0
22758,2021070816,0.2,83.0,19.9,0.0,1.9,1020.6,34.0
22759,2021070817,0.0,76.0,20.9,15.0,2.5,1019.9,47.0
22760,2021070818,0.0,72.0,20.8,59.0,2.9,1019.4,83.0
22761,2021070819,0.0,76.0,19.8,15.0,3.0,1019.8,46.0
22762,2021070820,0.0,80.0,18.9,0.0,2.0,1020.0,17.0
22763,2021070903,0.0,89.0,17.9,0.0,2.4,1017.3,0.0
22764,2021070904,0.0,90.0,17.8,0.0,2.6,1017.0,0.0
22765,2021070905,1.7,95.0,17.4,0.0,2.7,1016.7,2.0
22766,2021070906,3.0,96.0,17.6,0.0,3.8,1015.5,5.0
22767,2021070907,1.0,94.0,18.1,0.0,3.5,1016.1,9.0
22768,2021070908,0.0,92.0,18.4,0.0,3.3,1015.6,9.0
22769,2021070909,0.0,89.0,18.9,0.0,3.6,1015.5,17.0
22770,2021070910,0.0,85.0,19.5,0.0,4.1,1015.3,26.0
22771,2021070911,0.0,86.0,19.5,0.0,4.0,1015.0,48.0
22772,2021070912,0.2,93.0,19.6,0.0,3.3,1014.8,35.0
22773,2021070913,0.0,89.0,20.3,0.0,2.4,1014.3,22.0
22774,2021070914,0.0,82.0,21.4,0.0,2.3,1013.8,35.0
22775,2021070915,0.0,84.0,21.1,8.0,3.8,1013.2,20.0
22776,2021070916,0.2,91.0,17.8,0.0,6.0,1014.0,16.0
22777,2021070917,0.0,88.0,17.5,0.0,6.4,1013.8,20.0
22778,2021070918,0.0,90.0,16.5,0.0,6.1,1014.3,14.0
22779,2021070919,0.0,92.0,16.0,0.0,6.6,1014.4,5.0
22780,2021070920,0.0,92.0,15.8,0.0,5.5,1015.0,1.0
22781,2021071003,0.6,94.0,15.5,0.0,5.2,1015.4,0.0
22782,2021071004,0.0,94.0,15.8,0.0,4.8,1015.6,1.0
22783,2021071005,0.1,92.0,15.6,0.0,4.0,1016.2,6.0
22784,2021071006,0.0,91.0,15.8,0.0,3.8,1016.7,14.0
22785,2021071007,0.0,88.0,16.2,0.0,3.9,1017.0,32.0
22786,2021071008,0.0,77.0,17.3,26.0,5.3,1017.2,81.0
22787,2021071009,0.0,71.0,19.1,38.0,5.8,1017.5,175.0
22788,2021071010,0.0,63.0,21.3,38.0,5.9,1017.5,242.0
22789,2021071011,0.0,59.0,21.4,41.0,6.6,1017.2,233.0
22790,2021071012,0.0,53.0,23.2,48.0,5.7,1017.1,297.0
22791,2021071013,0.0,48.0,24.4,55.0,5.9,1017.1,292.0
22792,2021071014,0.0,45.0,24.7,51.0,5.4,1016.9,241.0
22793,2021071015,0.0,44.0,25.4,57.0,4.7,1016.6,248.0
22794,2021071016,0.0,45.0,25.0,53.0,4.1,1016.3,172.0
22795,2021071017,0.0,45.0,24.9,58.0,3.3,1016.0,149.0
22796,2021071018,0.0,46.0,24.2,51.0,2.3,1016.1,111.0
22797,2021071019,0.0,59.0,22.4,2.0,1.7,1016.3,35.0
22798,2021071020,0.0,73.0,19.8,0.0,0.9,1016.5,10.0
22799,2021071103,0.0,85.0,15.5,0.0,2.3,1016.6,0.0
22800,2021071104,0.0,85.0,15.7,0.0,3.0,1016.7,1.0
22801,2021071105,0.0,80.0,17.7,50.0,2.4,1017.0,15.0
22802,2021071106,0.0,73.0,19.3,43.0,2.0,1017.1,46.0
22803,2021071107,0.0,59.0,22.7,60.0,3.3,1016.9,108.0
22804,2021071108,0.0,53.0,24.5,60.0,4.3,1017.0,164.0
22805,2021071109,0.0,50.0,25.8,60.0,4.6,1016.9,214.0
22806,2021071110,0.0,41.0,26.4,60.0,5.0,1016.9,258.0
22807,2021071111,0.0,39.0,27.2,59.0,5.8,1016.7,280.0
22808,2021071112,0.0,38.0,27.8,57.0,5.4,1016.6,299.0
22809,2021071113,0.0,36.0,28.2,53.0,5.6,1016.4,245.0
22810,2021071114,0.0,37.0,27.9,53.0,4.6,1016.1,234.0
22811,2021071115,0.0,37.0,27.9,59.0,5.1,1015.6,241.0
22812,2021071116,0.0,39.0,27.2,49.0,5.2,1015.4,208.0
22813,2021071117,0.0,41.0,27.0,24.0,5.2,1015.1,133.0
22814,2021071118,0.0,45.0,25.6,3.0,5.1,1015.4,79.0
22815,2021071119,0.0,51.0,24.1,0.0,3.5,1015.5,38.0
22816,2021071120,0.0,53.0,23.2,0.0,3.6,1015.8,12.0
22817,2021071203,0.0,83.0,19.3,0.0,1.8,1014.7,0.0
22818,2021071204,0.0,85.0,19.1,0.0,1.5,1014.7,0.0
22819,2021071205,0.0,83.0,19.6,0.0,2.1,1014.6,4.0
22820,2021071206,0.2,89.0,19.1,0.0,1.5,1014.6,13.0
22821,2021071207,0.0,86.0,20.0,0.0,1.6,1014.4,30.0
22822,2021071208,0.0,75.0,22.8,11.0,3.3,1014.0,84.0
22823,2021071209,0.0,66.0,23.8,53.0,4.4,1013.7,175.0
22824,2021071210,0.0,62.0,24.5,52.0,4.0,1013.3,158.0
22825,2021071211,0.0,57.0,26.0,46.0,3.7,1012.6,102.0
22826,2021071212,0.0,64.0,25.1,18.0,4.1,1012.4,160.0
22827,2021071213,0.0,61.0,25.4,32.0,3.9,1012.0,192.0
22828,2021071214,0.0,55.0,27.0,49.0,3.4,1011.4,191.0
22829,2021071215,0.0,60.0,25.0,28.0,3.9,1011.3,98.0
22830,2021071216,0.0,58.0,25.2,0.0,2.1,1011.0,69.0
22831,2021071217,0.0,61.0,24.7,0.0,2.0,1010.9,85.0
22832,2021071218,0.0,59.0,24.4,25.0,2.6,1010.7,33.0
22833,2021071219,0.0,65.0,23.4,48.0,2.2,1010.8,17.0
22834,2021071220,0.0,74.0,21.5,0.0,1.5,1011.2,10.0
22835,2021071303,0.0,90.0,16.7,0.0,1.5,1010.4,0.0
22836,2021071304,0.0,92.0,17.2,6.0,0.9,1010.2,1.0
22837,2021071305,0.0,85.0,19.4,60.0,1.7,1010.1,15.0
